Brand,Model,Year of Manufacture,Engine Capacity (cc),Mileage (km/l),Price (INR),Resale Price (INR),Seller Type,City Tier,Fuel Type,Insurance Status,State,Avg Daily Distance (km),Bike Age,Depreciation Rate (%)
Honda,Shine,2012,338,60.0,114735,69147,Dealer,Tier 3,Diesel,Not Insured,Karnataka,51,13,39.73
Honda,Shine,2009,101,77.9,111990,84655,Individual,Tier 1,Petrol,Insured,Rajasthan,22,16,24.41
Yamaha,SZ,2019,348,51.5,56137,50579,Dealer,Tier 1,Petrol,Not Insured,Rajasthan,45,6,9.9
Honda,Shine,2015,234,32.3,60314,60166,Individual,Tier 2,Diesel,Insured,Maharashtra,18,10,0.25
Honda,Shine,2016,173,60.6,143971,30769,Individual,Tier 3,Petrol,Insured,Uttar Pradesh,34,9,78.63
Hero,Passion,2017,294,46.9,91833,45653,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,47,8,50.29
Honda,Livo,2006,101,56.3,35308,28012,Individual,Tier 1,Electric,Not Insured,Delhi,20,19,20.66
Hero,Passion,2016,338,44.5,50293,27659,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,47,9,45.0
Honda,Livo,2015,288,34.5,118653,64569,Dealer,Tier 2,Diesel,Insured,Karnataka,58,10,45.58
Suzuki,Access,2018,170,64.5,37700,27060,Dealer,Tier 3,Petrol,Insured,Gujarat,50,7,28.22
Honda,Unicorn,2022,217,44.3,142483,124146,Individual,Tier 2,Petrol,Not Insured,Karnataka,29,3,12.87
Bajaj,Pulsar,2013,162,62.2,39793,37364,Individual,Tier 1,Diesel,Insured,Karnataka,40,12,6.1
Suzuki,Gixxer,2018,214,67.9,129957,102548,Individual,Tier 1,Petrol,Insured,Delhi,19,7,21.09
Suzuki,Access,2021,150,42.6,140456,28233,Dealer,Tier 2,Diesel,Not Insured,Rajasthan,10,4,79.9
Honda,Livo,2019,254,48.8,33671,23237,Individual,Tier 1,Electric,Not Insured,Uttar Pradesh,24,6,30.99
Yamaha,SZ,2007,348,44.9,102401,21184,Dealer,Tier 2,Diesel,Insured,Tamil Nadu,51,18,79.31
Honda,Unicorn,2012,142,75.5,139501,53093,Dealer,Tier 2,Petrol,Insured,Maharashtra,49,13,61.94
Bajaj,CT 100,2015,309,78.9,33142,24075,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,37,10,27.36
Suzuki,Gixxer,2016,137,41.2,59975,58322,Dealer,Tier 3,Electric,Insured,Rajasthan,19,9,2.76
Honda,Shine,2023,263,50.5,70512,25370,Dealer,Tier 3,Diesel,Insured,Gujarat,46,2,64.02
Hero,Passion,2020,344,47.6,79680,61544,Dealer,Tier 2,Petrol,Not Insured,Uttar Pradesh,27,5,22.76
Honda,Unicorn,2016,310,70.5,34367,32169,Dealer,Tier 3,Petrol,Not Insured,Uttar Pradesh,11,9,6.4
Bajaj,Pulsar,2010,348,33.9,126970,98269,Individual,Tier 2,Diesel,Not Insured,Tamil Nadu,42,15,22.6
Bajaj,Pulsar,2008,231,33.8,62941,46231,Individual,Tier 2,Electric,Insured,Karnataka,17,17,26.55
Honda,Unicorn,2019,194,44.4,112587,85019,Dealer,Tier 1,Electric,Insured,Tamil Nadu,51,6,24.49
Bajaj,Pulsar,2022,198,45.0,112398,40928,Individual,Tier 1,Electric,Insured,Delhi,44,3,63.59
Yamaha,SZ,2007,224,69.3,91951,31236,Individual,Tier 1,Petrol,Not Insured,Karnataka,52,18,66.03
Suzuki,Access,2007,164,72.6,108026,48674,Dealer,Tier 1,Petrol,Insured,Delhi,41,18,54.94
Bajaj,CT 100,2005,270,73.8,86004,64704,Dealer,Tier 2,Electric,Not Insured,Gujarat,43,20,24.77
Hero,Splendor,2021,302,64.2,93149,30731,Dealer,Tier 1,Petrol,Not Insured,Rajasthan,37,4,67.01
Honda,Unicorn,2015,195,48.5,137455,99158,Dealer,Tier 2,Diesel,Insured,Uttar Pradesh,50,10,27.86
Honda,Unicorn,2022,279,70.7,92444,27162,Dealer,Tier 2,Diesel,Insured,Tamil Nadu,38,3,70.62
Hero,HF Deluxe,2022,313,44.8,43171,43002,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,54,3,0.39
Hero,HF Deluxe,2008,202,34.2,93846,62914,Dealer,Tier 2,Electric,Not Insured,Karnataka,22,17,32.96
Suzuki,Access,2022,149,47.2,60380,31207,Individual,Tier 3,Petrol,Insured,Delhi,36,3,48.32
Yamaha,R15,2016,247,69.3,65144,39134,Individual,Tier 3,Petrol,Not Insured,Delhi,55,9,39.93
Honda,Livo,2011,345,36.2,113033,33558,Dealer,Tier 1,Electric,Not Insured,Uttar Pradesh,39,14,70.31
Suzuki,Burgman,2018,273,52.3,114592,32929,Dealer,Tier 1,Electric,Insured,Delhi,18,7,71.26
Suzuki,Burgman,2019,140,38.1,47303,31487,Individual,Tier 2,Electric,Insured,Karnataka,12,6,33.44
Suzuki,Burgman,2013,88,60.9,36811,33716,Individual,Tier 1,Electric,Insured,Gujarat,29,12,8.41
Suzuki,Access,2019,197,60.7,131593,29781,Dealer,Tier 1,Electric,Not Insured,Gujarat,48,6,77.37
Bajaj,CT 100,2006,127,75.6,76238,52240,Dealer,Tier 3,Diesel,Not Insured,Uttar Pradesh,10,19,31.48
Honda,Shine,2007,106,51.3,95849,23791,Dealer,Tier 3,Electric,Not Insured,Rajasthan,38,18,75.18
Bajaj,Pulsar,2012,297,65.7,105316,35833,Dealer,Tier 1,Petrol,Not Insured,Gujarat,38,13,65.98
Suzuki,Access,2007,298,33.3,134991,114356,Individual,Tier 2,Petrol,Insured,Maharashtra,56,18,15.29
Bajaj,CT 100,2019,127,34.2,110161,29389,Dealer,Tier 3,Electric,Not Insured,Rajasthan,26,6,73.32
Suzuki,Burgman,2008,277,71.2,125243,59418,Individual,Tier 3,Petrol,Not Insured,Gujarat,52,17,52.56
Honda,Livo,2008,290,66.6,122840,48045,Dealer,Tier 2,Petrol,Insured,Rajasthan,39,17,60.89
Honda,Shine,2019,88,56.7,39974,35672,Individual,Tier 2,Electric,Insured,Uttar Pradesh,25,6,10.76
Suzuki,Gixxer,2022,321,31.6,111551,41242,Individual,Tier 2,Diesel,Not Insured,Rajasthan,19,3,63.03
Bajaj,Avenger,2019,158,36.1,42388,25619,Dealer,Tier 3,Electric,Insured,Uttar Pradesh,27,6,39.56
Honda,Unicorn,2018,250,71.1,60135,52658,Dealer,Tier 3,Diesel,Not Insured,Delhi,29,7,12.43
Bajaj,Pulsar,2007,218,72.9,124465,118242,Individual,Tier 3,Electric,Not Insured,Maharashtra,34,18,5.0
Hero,HF Deluxe,2006,132,36.4,67891,40111,Dealer,Tier 2,Diesel,Insured,Rajasthan,12,19,40.92
Yamaha,FZ,2006,344,66.0,50473,24536,Dealer,Tier 3,Petrol,Insured,Karnataka,31,19,51.39
Hero,Splendor,2015,104,49.1,136667,90963,Dealer,Tier 2,Electric,Insured,Delhi,34,10,33.44
Honda,Livo,2013,267,60.0,38396,33889,Dealer,Tier 1,Petrol,Not Insured,Rajasthan,51,12,11.74
Yamaha,FZ,2014,206,58.0,32824,24510,Dealer,Tier 1,Diesel,Not Insured,Delhi,28,11,25.33
Suzuki,Gixxer,2015,318,40.1,125679,124280,Dealer,Tier 3,Petrol,Insured,Gujarat,30,10,1.11
Bajaj,Avenger,2006,175,60.3,66165,53234,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,37,19,19.54
Honda,Unicorn,2009,202,75.9,72305,52416,Individual,Tier 3,Petrol,Insured,Rajasthan,54,16,27.51
Yamaha,SZ,2007,170,34.1,119988,72281,Individual,Tier 3,Diesel,Not Insured,Gujarat,49,18,39.76
Honda,Shine,2015,92,58.4,76337,55212,Individual,Tier 2,Diesel,Insured,Gujarat,27,10,27.67
Yamaha,R15,2016,301,54.5,78439,61815,Dealer,Tier 2,Diesel,Insured,Delhi,40,9,21.19
Suzuki,Access,2015,87,58.8,48731,46844,Individual,Tier 3,Diesel,Insured,Uttar Pradesh,53,10,3.87
Hero,HF Deluxe,2013,188,69.5,147940,124435,Dealer,Tier 1,Petrol,Insured,Karnataka,39,12,15.89
Yamaha,FZ,2018,308,31.0,127711,112238,Dealer,Tier 2,Diesel,Insured,Uttar Pradesh,50,7,12.12
Hero,HF Deluxe,2008,319,77.6,55859,39421,Dealer,Tier 1,Electric,Not Insured,Gujarat,41,17,29.43
Honda,Unicorn,2011,333,79.0,30580,21420,Individual,Tier 1,Diesel,Insured,Delhi,42,14,29.95
Suzuki,Burgman,2008,295,73.6,106164,97295,Dealer,Tier 3,Electric,Not Insured,Rajasthan,19,17,8.35
Yamaha,R15,2022,96,68.1,116251,93464,Dealer,Tier 2,Petrol,Not Insured,Gujarat,33,3,19.6
Yamaha,R15,2006,287,34.7,129729,109656,Individual,Tier 2,Diesel,Insured,Delhi,51,19,15.47
Hero,Passion,2009,132,60.6,37747,36410,Individual,Tier 2,Petrol,Insured,Karnataka,48,16,3.54
Honda,Shine,2007,297,54.4,58588,37581,Individual,Tier 3,Electric,Insured,Gujarat,14,18,35.86
Bajaj,CT 100,2011,162,48.6,66753,65637,Dealer,Tier 3,Petrol,Insured,Maharashtra,28,14,1.67
Yamaha,SZ,2022,330,57.6,53170,49143,Individual,Tier 2,Petrol,Insured,Gujarat,44,3,7.57
Suzuki,Burgman,2018,231,68.7,129457,39756,Individual,Tier 1,Electric,Not Insured,Gujarat,51,7,69.29
Yamaha,R15,2009,95,67.9,97532,38668,Individual,Tier 1,Petrol,Not Insured,Tamil Nadu,43,16,60.35
Hero,Splendor,2009,349,62.0,64422,36822,Dealer,Tier 1,Diesel,Insured,Gujarat,43,16,42.84
Bajaj,CT 100,2008,126,79.9,108033,53449,Dealer,Tier 3,Diesel,Not Insured,Maharashtra,19,17,50.53
Suzuki,Access,2018,286,39.3,38282,32664,Individual,Tier 3,Petrol,Not Insured,Karnataka,53,7,14.68
Honda,Livo,2022,312,36.3,148342,120942,Individual,Tier 3,Electric,Not Insured,Tamil Nadu,18,3,18.47
Suzuki,Gixxer,2013,248,58.1,117813,27366,Individual,Tier 1,Diesel,Insured,Gujarat,29,12,76.77
Honda,Unicorn,2015,82,54.4,55810,32274,Dealer,Tier 2,Electric,Insured,Delhi,48,10,42.17
Yamaha,R15,2006,248,79.6,134682,44948,Individual,Tier 2,Diesel,Insured,Karnataka,45,19,66.63
Bajaj,CT 100,2005,183,68.5,97922,25343,Dealer,Tier 2,Electric,Not Insured,Maharashtra,28,20,74.12
Bajaj,Avenger,2009,350,41.3,113397,100540,Dealer,Tier 1,Electric,Insured,Karnataka,49,16,11.34
Yamaha,SZ,2015,124,35.5,129987,36676,Dealer,Tier 2,Petrol,Insured,Karnataka,21,10,71.78
Bajaj,Avenger,2017,241,49.1,131530,118734,Dealer,Tier 1,Diesel,Insured,Gujarat,34,8,9.73
Yamaha,FZ,2014,123,75.5,46393,43713,Dealer,Tier 3,Electric,Not Insured,Delhi,18,11,5.78
Yamaha,SZ,2020,289,39.7,91530,41194,Individual,Tier 2,Diesel,Insured,Uttar Pradesh,45,5,54.99
Bajaj,Avenger,2008,230,38.7,97112,73886,Dealer,Tier 3,Diesel,Insured,Tamil Nadu,13,17,23.92
Yamaha,R15,2010,213,70.3,74399,50336,Individual,Tier 2,Diesel,Insured,Karnataka,39,15,32.34
Bajaj,CT 100,2020,266,39.6,130720,71374,Individual,Tier 3,Electric,Insured,Karnataka,47,5,45.4
Hero,Passion,2023,103,64.5,115487,94498,Individual,Tier 3,Petrol,Insured,Gujarat,18,2,18.17
Hero,HF Deluxe,2006,322,68.9,37098,32712,Dealer,Tier 1,Diesel,Insured,Gujarat,35,19,11.82
Yamaha,R15,2016,252,37.7,65165,33704,Dealer,Tier 2,Petrol,Insured,Gujarat,43,9,48.28
Bajaj,CT 100,2006,216,78.7,88606,56638,Dealer,Tier 1,Petrol,Insured,Delhi,51,19,36.08
Suzuki,Gixxer,2014,265,45.4,64665,38257,Dealer,Tier 1,Petrol,Insured,Delhi,13,11,40.84
Honda,Livo,2010,200,58.4,120251,31288,Individual,Tier 1,Petrol,Insured,Gujarat,14,15,73.98
Suzuki,Gixxer,2017,80,49.4,72628,29709,Individual,Tier 2,Petrol,Insured,Tamil Nadu,14,8,59.09
Bajaj,Pulsar,2020,317,35.9,62668,47231,Dealer,Tier 2,Diesel,Not Insured,Maharashtra,56,5,24.63
Hero,Splendor,2011,185,56.2,58433,41798,Individual,Tier 2,Diesel,Not Insured,Delhi,29,14,28.47
Yamaha,R15,2020,245,56.7,53886,26279,Dealer,Tier 2,Petrol,Not Insured,Delhi,52,5,51.23
Hero,Passion,2019,296,52.1,46807,44586,Dealer,Tier 3,Diesel,Insured,Maharashtra,53,6,4.75
Honda,Shine,2013,267,65.5,30271,30006,Individual,Tier 3,Petrol,Not Insured,Delhi,48,12,0.88
Bajaj,CT 100,2016,117,78.7,79011,58219,Individual,Tier 3,Diesel,Not Insured,Maharashtra,18,9,26.32
Yamaha,FZ,2021,240,65.9,55094,52569,Dealer,Tier 2,Diesel,Not Insured,Gujarat,57,4,4.58
Suzuki,Burgman,2007,262,57.1,73552,68380,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,53,18,7.03
Yamaha,SZ,2016,270,41.8,66522,27176,Individual,Tier 2,Electric,Insured,Karnataka,60,9,59.15
Hero,Splendor,2005,208,56.3,66430,35740,Dealer,Tier 2,Diesel,Not Insured,Tamil Nadu,28,20,46.2
Honda,Shine,2016,278,32.1,104981,40909,Dealer,Tier 3,Electric,Insured,Tamil Nadu,56,9,61.03
Suzuki,Burgman,2010,343,37.4,100611,21725,Individual,Tier 3,Diesel,Not Insured,Gujarat,22,15,78.41
Yamaha,R15,2015,165,51.8,60999,38633,Individual,Tier 1,Electric,Not Insured,Karnataka,13,10,36.67
Bajaj,Pulsar,2015,218,66.4,142584,130583,Individual,Tier 2,Petrol,Insured,Delhi,60,10,8.42
Yamaha,SZ,2013,149,37.4,62554,37343,Dealer,Tier 1,Diesel,Insured,Rajasthan,21,12,40.3
Hero,Splendor,2007,312,43.6,142377,95255,Individual,Tier 2,Diesel,Insured,Karnataka,57,18,33.1
Yamaha,FZ,2020,299,43.5,128158,119486,Dealer,Tier 1,Petrol,Not Insured,Maharashtra,46,5,6.77
Bajaj,Pulsar,2009,278,64.9,149540,39448,Individual,Tier 1,Diesel,Not Insured,Delhi,11,16,73.62
Suzuki,Access,2017,327,71.4,109078,100225,Dealer,Tier 1,Diesel,Insured,Uttar Pradesh,44,8,8.12
Honda,Unicorn,2006,302,53.0,61176,49872,Dealer,Tier 2,Petrol,Insured,Delhi,27,19,18.48
Honda,Unicorn,2009,332,51.2,129836,102905,Dealer,Tier 3,Diesel,Not Insured,Delhi,31,16,20.74
Yamaha,SZ,2014,100,35.7,100383,61644,Dealer,Tier 3,Diesel,Not Insured,Maharashtra,56,11,38.59
Honda,Unicorn,2013,308,63.5,42326,32241,Dealer,Tier 1,Petrol,Insured,Tamil Nadu,50,12,23.83
Suzuki,Access,2009,267,61.5,70081,51774,Dealer,Tier 2,Petrol,Not Insured,Delhi,47,16,26.12
Bajaj,Avenger,2013,125,60.6,73599,52529,Individual,Tier 2,Electric,Not Insured,Gujarat,48,12,28.63
Honda,Unicorn,2005,303,32.2,93366,75438,Individual,Tier 3,Diesel,Not Insured,Gujarat,57,20,19.2
Suzuki,Gixxer,2017,283,36.8,147449,69748,Dealer,Tier 3,Electric,Insured,Rajasthan,20,8,52.7
Yamaha,FZ,2008,97,30.6,136995,39970,Individual,Tier 2,Electric,Insured,Karnataka,47,17,70.82
Suzuki,Access,2016,247,63.2,95536,77568,Dealer,Tier 3,Diesel,Insured,Rajasthan,38,9,18.81
Honda,Unicorn,2016,280,77.1,50569,26207,Dealer,Tier 3,Diesel,Insured,Delhi,24,9,48.18
Hero,Passion,2016,118,78.7,115130,112069,Dealer,Tier 2,Petrol,Not Insured,Tamil Nadu,11,9,2.66
Yamaha,FZ,2016,210,35.6,76616,65493,Individual,Tier 1,Diesel,Not Insured,Uttar Pradesh,17,9,14.52
Suzuki,Access,2013,219,35.8,62010,32952,Dealer,Tier 2,Diesel,Insured,Tamil Nadu,53,12,46.86
Honda,Shine,2007,346,48.9,97352,58056,Dealer,Tier 3,Diesel,Not Insured,Karnataka,16,18,40.36
Hero,Passion,2017,136,40.3,44508,43691,Individual,Tier 1,Diesel,Insured,Rajasthan,37,8,1.84
Hero,Passion,2006,120,73.4,86579,84365,Individual,Tier 1,Electric,Insured,Uttar Pradesh,27,19,2.56
Hero,Passion,2007,150,68.3,93849,72983,Dealer,Tier 3,Petrol,Not Insured,Karnataka,57,18,22.23
Bajaj,CT 100,2010,82,56.5,147601,124792,Dealer,Tier 2,Diesel,Insured,Tamil Nadu,24,15,15.45
Yamaha,SZ,2013,127,69.3,54491,43069,Dealer,Tier 2,Petrol,Not Insured,Gujarat,43,12,20.96
Suzuki,Gixxer,2008,172,73.9,85503,76350,Individual,Tier 1,Electric,Insured,Gujarat,41,17,10.7
Yamaha,FZ,2018,222,60.6,88454,53943,Individual,Tier 2,Electric,Not Insured,Uttar Pradesh,59,7,39.02
Suzuki,Gixxer,2012,327,77.9,76297,38585,Individual,Tier 2,Diesel,Insured,Delhi,55,13,49.43
Hero,HF Deluxe,2020,221,58.2,134772,94932,Individual,Tier 3,Electric,Not Insured,Rajasthan,42,5,29.56
Honda,Livo,2016,193,50.7,43815,29891,Individual,Tier 2,Electric,Insured,Maharashtra,40,9,31.78
Hero,Passion,2021,309,71.2,112752,101276,Dealer,Tier 1,Diesel,Not Insured,Rajasthan,15,4,10.18
Yamaha,FZ,2014,90,42.2,99979,65711,Individual,Tier 2,Petrol,Insured,Rajasthan,38,11,34.28
Suzuki,Gixxer,2009,289,39.0,49987,47223,Dealer,Tier 2,Diesel,Not Insured,Delhi,27,16,5.53
Yamaha,R15,2014,125,30.6,123392,63957,Dealer,Tier 2,Petrol,Not Insured,Delhi,41,11,48.17
Hero,Passion,2006,329,78.8,146899,89752,Dealer,Tier 3,Electric,Insured,Delhi,40,19,38.9
Bajaj,Pulsar,2008,249,62.4,69968,56704,Dealer,Tier 3,Electric,Not Insured,Gujarat,14,17,18.96
Bajaj,CT 100,2012,320,60.1,71845,57726,Individual,Tier 1,Diesel,Insured,Maharashtra,45,13,19.65
Bajaj,Avenger,2014,181,48.8,104137,37272,Dealer,Tier 2,Petrol,Not Insured,Rajasthan,12,11,64.21
Bajaj,Pulsar,2009,227,53.0,137857,71638,Individual,Tier 2,Petrol,Not Insured,Karnataka,13,16,48.03
Honda,Shine,2014,221,77.2,42853,26392,Dealer,Tier 2,Electric,Not Insured,Karnataka,42,11,38.41
Hero,Splendor,2012,179,48.1,87727,27390,Dealer,Tier 3,Electric,Insured,Delhi,34,13,68.78
Bajaj,Avenger,2011,264,74.0,43811,26358,Dealer,Tier 3,Petrol,Insured,Delhi,13,14,39.84
Bajaj,CT 100,2019,326,64.9,79254,73032,Dealer,Tier 1,Diesel,Not Insured,Gujarat,44,6,7.85
Bajaj,Pulsar,2008,161,79.3,141853,59491,Dealer,Tier 3,Electric,Not Insured,Karnataka,47,17,58.06
Yamaha,R15,2013,348,54.2,86221,77841,Individual,Tier 2,Diesel,Not Insured,Tamil Nadu,28,12,9.72
Hero,Splendor,2020,350,61.3,61110,41162,Individual,Tier 1,Diesel,Insured,Tamil Nadu,13,5,32.64
Suzuki,Access,2007,171,31.7,109894,93993,Individual,Tier 3,Diesel,Insured,Delhi,56,18,14.47
Honda,Shine,2022,343,43.4,72626,36364,Dealer,Tier 1,Diesel,Insured,Delhi,38,3,49.93
Honda,Unicorn,2021,218,44.5,63634,24482,Individual,Tier 1,Diesel,Not Insured,Gujarat,37,4,61.53
Bajaj,Pulsar,2015,219,30.6,112649,109492,Dealer,Tier 2,Diesel,Not Insured,Tamil Nadu,60,10,2.8
Bajaj,Pulsar,2010,338,78.0,113123,67056,Dealer,Tier 3,Electric,Not Insured,Delhi,42,15,40.72
Bajaj,Avenger,2015,213,38.0,75546,62789,Dealer,Tier 2,Electric,Not Insured,Uttar Pradesh,32,10,16.89
Hero,Passion,2020,157,56.1,106529,39723,Dealer,Tier 2,Diesel,Not Insured,Rajasthan,13,5,62.71
Bajaj,Pulsar,2006,245,36.0,132460,109176,Individual,Tier 3,Petrol,Not Insured,Tamil Nadu,57,19,17.58
Honda,Livo,2008,297,79.1,52508,36577,Individual,Tier 2,Electric,Not Insured,Tamil Nadu,53,17,30.34
Bajaj,CT 100,2011,278,50.9,135660,73808,Individual,Tier 1,Electric,Not Insured,Delhi,26,14,45.59
Suzuki,Gixxer,2015,269,33.0,106630,65689,Individual,Tier 3,Electric,Not Insured,Tamil Nadu,60,10,38.4
Honda,Livo,2022,348,53.3,122564,99599,Individual,Tier 2,Electric,Not Insured,Delhi,25,3,18.74
Hero,HF Deluxe,2019,339,47.2,84546,77672,Dealer,Tier 1,Petrol,Not Insured,Uttar Pradesh,46,6,8.13
Suzuki,Access,2006,127,48.8,31258,30526,Individual,Tier 2,Diesel,Not Insured,Rajasthan,37,19,2.34
Hero,HF Deluxe,2021,173,64.5,71307,56321,Dealer,Tier 3,Electric,Not Insured,Uttar Pradesh,53,4,21.02
Bajaj,Pulsar,2007,271,63.5,118073,48837,Dealer,Tier 1,Petrol,Insured,Karnataka,59,18,58.64
Yamaha,R15,2014,215,30.9,62100,36084,Dealer,Tier 3,Diesel,Not Insured,Gujarat,27,11,41.89
Honda,Shine,2022,244,57.4,104450,82624,Dealer,Tier 1,Electric,Not Insured,Uttar Pradesh,32,3,20.9
Bajaj,Avenger,2015,204,33.2,58232,34878,Individual,Tier 3,Petrol,Insured,Rajasthan,26,10,40.11
Yamaha,FZ,2015,230,40.2,77698,30833,Individual,Tier 3,Petrol,Insured,Gujarat,43,10,60.32
Bajaj,Avenger,2010,117,37.6,39950,21486,Individual,Tier 2,Diesel,Insured,Delhi,47,15,46.22
Suzuki,Gixxer,2014,239,77.7,119818,95870,Dealer,Tier 1,Diesel,Not Insured,Gujarat,29,11,19.99
Hero,Passion,2006,203,44.0,83532,60608,Individual,Tier 3,Electric,Not Insured,Maharashtra,38,19,27.44
Hero,Passion,2013,341,79.4,53871,37656,Individual,Tier 1,Diesel,Not Insured,Tamil Nadu,31,12,30.1
Suzuki,Gixxer,2018,273,32.9,73797,64083,Dealer,Tier 1,Petrol,Not Insured,Tamil Nadu,41,7,13.16
Honda,Livo,2018,224,44.6,128477,91260,Individual,Tier 2,Diesel,Not Insured,Rajasthan,19,7,28.97
Honda,Shine,2007,121,59.6,59910,48305,Dealer,Tier 2,Electric,Insured,Gujarat,46,18,19.37
Hero,HF Deluxe,2009,329,54.7,75487,60506,Dealer,Tier 2,Electric,Not Insured,Rajasthan,33,16,19.85
Yamaha,FZ,2014,136,75.6,119300,68243,Dealer,Tier 3,Diesel,Not Insured,Rajasthan,31,11,42.8
Hero,HF Deluxe,2013,264,73.8,91029,50669,Individual,Tier 3,Diesel,Insured,Delhi,20,12,44.34
Bajaj,Avenger,2007,156,55.5,116805,47183,Individual,Tier 3,Electric,Insured,Gujarat,32,18,59.61
Hero,Passion,2009,113,36.2,63583,20139,Dealer,Tier 2,Electric,Not Insured,Uttar Pradesh,13,16,68.33
Bajaj,Pulsar,2018,266,35.9,92091,40462,Individual,Tier 2,Electric,Not Insured,Uttar Pradesh,43,7,56.06
Suzuki,Gixxer,2021,107,61.6,41349,32178,Individual,Tier 1,Electric,Insured,Gujarat,36,4,22.18
Yamaha,FZ,2022,129,34.9,55134,27169,Individual,Tier 3,Electric,Insured,Karnataka,12,3,50.72
Hero,Passion,2014,142,72.6,71006,69002,Individual,Tier 2,Electric,Insured,Rajasthan,45,11,2.82
Bajaj,Avenger,2014,212,75.8,146686,137230,Individual,Tier 2,Electric,Not Insured,Karnataka,59,11,6.45
Yamaha,R15,2006,336,33.9,60280,53727,Individual,Tier 1,Electric,Not Insured,Delhi,55,19,10.87
Bajaj,Pulsar,2023,244,40.6,51657,41519,Dealer,Tier 2,Petrol,Insured,Karnataka,51,2,19.63
Bajaj,Avenger,2012,242,47.6,106826,69462,Dealer,Tier 2,Electric,Insured,Gujarat,24,13,34.98
Bajaj,Pulsar,2011,108,36.7,39240,28022,Dealer,Tier 1,Petrol,Not Insured,Tamil Nadu,15,14,28.59
Honda,Livo,2013,86,42.6,76712,64623,Individual,Tier 1,Diesel,Not Insured,Delhi,44,12,15.76
Suzuki,Access,2019,323,59.4,56489,35172,Individual,Tier 2,Petrol,Not Insured,Rajasthan,28,6,37.74
Yamaha,R15,2011,303,79.2,109712,31751,Individual,Tier 2,Petrol,Insured,Gujarat,14,14,71.06
Suzuki,Access,2008,235,35.6,39956,27275,Dealer,Tier 3,Electric,Not Insured,Delhi,19,17,31.74
Hero,Splendor,2015,100,43.9,95360,41834,Individual,Tier 2,Electric,Insured,Delhi,29,10,56.13
Yamaha,R15,2020,336,48.3,35324,34469,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,55,5,2.42
Yamaha,FZ,2018,200,73.5,117850,27659,Individual,Tier 2,Diesel,Not Insured,Delhi,47,7,76.53
Hero,Passion,2021,229,50.9,88174,74654,Individual,Tier 3,Electric,Insured,Maharashtra,18,4,15.33
Honda,Shine,2011,277,55.4,35358,34472,Dealer,Tier 1,Diesel,Not Insured,Rajasthan,39,14,2.51
Honda,Unicorn,2012,317,62.9,144647,124137,Individual,Tier 3,Petrol,Not Insured,Gujarat,16,13,14.18
Bajaj,CT 100,2020,191,47.5,142786,22481,Individual,Tier 1,Electric,Not Insured,Gujarat,59,5,84.26
Hero,Splendor,2009,102,77.4,52200,23577,Individual,Tier 3,Electric,Insured,Uttar Pradesh,14,16,54.83
Suzuki,Gixxer,2021,112,69.6,30642,24156,Individual,Tier 1,Diesel,Not Insured,Rajasthan,14,4,21.17
Bajaj,CT 100,2011,296,44.1,75425,74311,Dealer,Tier 3,Petrol,Not Insured,Gujarat,37,14,1.48
Yamaha,SZ,2014,185,40.1,40978,22056,Dealer,Tier 1,Petrol,Insured,Rajasthan,20,11,46.18
Suzuki,Burgman,2020,265,35.8,95690,51008,Dealer,Tier 3,Diesel,Not Insured,Maharashtra,54,5,46.69
Bajaj,Pulsar,2012,231,60.4,81901,72030,Dealer,Tier 1,Electric,Not Insured,Maharashtra,13,13,12.05
Honda,Shine,2009,328,36.9,82885,42803,Dealer,Tier 1,Petrol,Insured,Maharashtra,10,16,48.36
Bajaj,Avenger,2023,122,51.0,56699,39032,Dealer,Tier 2,Diesel,Insured,Maharashtra,47,2,31.16
Honda,Livo,2007,345,72.4,45152,40354,Individual,Tier 3,Diesel,Insured,Rajasthan,13,18,10.63
Honda,Livo,2017,171,46.8,43489,24846,Individual,Tier 2,Diesel,Not Insured,Gujarat,34,8,42.87
Hero,HF Deluxe,2018,145,49.6,68859,52685,Dealer,Tier 1,Diesel,Insured,Karnataka,19,7,23.49
Suzuki,Gixxer,2014,202,61.9,42665,38889,Dealer,Tier 2,Diesel,Insured,Maharashtra,41,11,8.85
Suzuki,Gixxer,2009,327,38.9,106051,69246,Dealer,Tier 1,Petrol,Insured,Rajasthan,45,16,34.71
Honda,Unicorn,2022,327,73.9,115754,97526,Individual,Tier 3,Petrol,Insured,Delhi,12,3,15.75
Yamaha,FZ,2007,97,40.0,93740,84022,Individual,Tier 1,Diesel,Insured,Maharashtra,28,18,10.37
Hero,HF Deluxe,2009,220,36.6,94826,31789,Individual,Tier 3,Petrol,Not Insured,Delhi,16,16,66.48
Hero,HF Deluxe,2021,158,46.0,105653,65828,Individual,Tier 2,Electric,Not Insured,Rajasthan,11,4,37.69
Yamaha,SZ,2011,239,30.8,34648,33696,Dealer,Tier 2,Petrol,Not Insured,Gujarat,39,14,2.75
